time,value
1671020252,"[2, 8]"
1671037010,"[2, 3, 8]"
1671084770,"[2, 3]"
1672024427,"[2, 3, 4]"
1672130768,"[3, 4]"
1672130958,[4]
1672730913,[]
1674023547,[6]
1675352889,[]
1679021920,[8]
1679022796,"[2, 8]"
1679026189,"[1, 2, 8]"
1679985042,"[2, 8]"
1680022892,[8]
1680036146,[]
1681023810,[4]
1681703624,[]
1682027741,[6]
1682696599,[]
1684022320,[7]
1685205603,[]
1687021068,[8]
1688022550,"[2, 8]"
1688024167,"[2, 3, 8]"
1688359383,"[2, 3]"
1688853870,[3]
1689218263,[]
1690022739,[6]
1690024897,"[4, 6]"
1690804405,[4]
1691033950,[]
1695054831,[8]
1696028391,"[1, 8]"
1696042703,"[1, 2, 8]"
1696404668,"[1, 2]"
1697041931,"[1, 2, 4]"
1697652077,"[1, 4]"
1697887672,[1]
1698449317,[]
1698475687,[1]
1698663582,[]
1700025150,[6]
1701038240,"[6, 7]"
1701043374,"[5, 6, 7]"
1701328545,"[5, 7]"
1702729500,[7]
1704854823,[]
1705025726,[3]
1705038654,"[2, 3]"
1705871820,[3]
1707565441,[]
1707590341,[3]
1707743201,[]
1708024064,[6]
1708781477,[]
1711035712,[8]
1712060757,[]
1714024985,[4]
1714811803,[]
1720025515,[8]
1720031000,"[2, 8]"
1720792889,[8]
1721084624,[]
1722036112,[4]
1722748830,[]
1723046010,[6]
1723956276,[]
1729025327,[2]
1729826219,[]
1732023294,[6]
1732764354,[]
1737029641,[8]
1738241657,[]
1739024708,[4]
1740190831,[]
1746032222,[2]
1747025515,"[1, 2]"
1747383329,[1]
1747896309,[]
1749025120,[6]
1750385824,[]
1752023957,[7]
1753030264,"[7, 8]"
1754347031,[8]
1755024209,"[4, 8]"
1755261451,[4]
1755286700,"[4, 8]"
1755435704,[4]
1756026790,"[3, 4]"
1756782668,[3]
1756807111,"[3, 4]"
1756956608,[3]
1759047135,[]
1760026652,[5]
1762043786,"[2, 5]"
1764435604,[2]
1764587525,[]
1764615491,[2]
1764766310,[]
1766048829,[6]
1768891651,[]
1769024537,[5]
1770066859,[]
1777022641,[5]
1778023898,"[1, 5]"
1778442947,[1]
1779292916,[]
1784023470,[7]
1786026811,"[5, 7]"
1786197475,[5]
1787355999,[]
1788036283,[3]
1790956581,[]
1793044830,[5]
1794744083,[]
1801048898,[5]
1802807944,[]
1803024044,[8]
1804743551,[]
1806025219,[4]
1807089643,[]
1813031695,[2]
1815355299,[]
1816024660,[6]
1819892645,[]
1828031018,[5]
1829404293,[]
1837024166,[8]
1838024313,"[4, 8]"
1839022968,"[1, 4, 8]"
1841012878,"[1, 4]"
1841996554,[1]
1842472724,[]
1843023795,[7]
1843025344,"[5, 7]"
1845798039,[7]
1845822303,"[5, 7]"
1846008806,[7]
1846033200,"[2, 7]"
1847021157,"[1, 2, 7]"
1847234016,"[1, 7]"
1847436798,[1]
1847793290,[]
1848038330,[3]
1849033595,"[3, 6]"
1850308222,[3]
1851038243,"[3, 5]"
1852023573,"[3, 5, 7]"
1852278316,"[5, 7]"
1853023491,[5]
1853993000,[]
1854017149,[5]
1854168161,[]
1855021628,[1]
1856023021,"[1, 3]"
1856964522,[1]
1857083934,[]
1861035433,[7]
1863901404,[]
1864022303,[1]
1864023254,"[1, 3]"
1865344737,[3]
1865669047,[]
1867024017,[5]
1868033734,"[5, 7]"
1868497488,[5]
1868902194,[]
1871039326,[1]
1872023575,"[1, 3]"
1872077056,[3]
1872581761,[]
1875023356,[7]
1876362418,[]
1880018428,[1]
1880025391,"[1, 3]"
1881216722,[1]
1881245116,[]
1883034958,[5]
1884024755,"[5, 7]"
1884520551,[5]
1886954280,[]
1887003214,[5]
1887219489,[]
1888026334,[3]
1889023141,[]
1896024280,[8]
1897187134,[]
1898023843,[4]
1898857618,[]
1904023835,[8]
1905030685,"[2, 8]"
1905085355,[2]
1906023731,"[2, 4]"
1906926050,[2]
1907019086,"[1, 2]"
1907023006,"[1, 2, 6]"
1908319718,"[2, 6]"
1910034983,"[2, 6, 7]"
1910067967,"[6, 7]"
1910519480,[6]
1912024063,"[6, 8]"
1912029770,"[2, 6, 8]"
1912450391,"[2, 8]"
1913503047,[2]
1913799499,[]
1914030588,[4]
1914045029,"[3, 4]"
1914691251,[4]
1915655774,[]
1916045783,[6]
1919024733,"[6, 8]"
1919157205,[8]
1919452540,[]
1921030367,[1]
1922026400,"[1, 4]"
1922034052,"[1, 2, 4]"
1922518165,"[1, 2]"
1922700689,[2]
1923433995,[]
1924024643,[6]
1925018376,"[1, 6]"
1925069016,"[1, 6, 7]"
1925550178,"[1, 6]"
1925576862,[1]
1926029105,"[1, 7]"
1926463675,[7]
1926761251,[]
1928021048,[1]
1928026437,"[1, 8]"
1929057953,"[1, 2, 8]"
1929438691,"[1, 2]"
1929561772,[2]
1929839479,[]
1930026520,[3]
1930733207,[]
1930761980,[3]
1931032134,"[1, 3]"
1931033003,"[1, 3, 4]"
1931358126,"[1, 4]"
1932035454,"[1, 4, 6]"
1932219763,"[1, 6]"
1932326665,[6]
1933298761,[]
1934025696,[7]
1934701389,[]
1935027606,[7]
1935689710,[]
1936022352,[8]
1936401230,[]
1937046340,[2]
1938024740,"[2, 4]"
1938041284,"[2, 3, 4]"
1938444414,"[2, 3]"
1938595063,[3]
1938811282,[]
1939023634,[3]
1939616105,[]
1940023557,[6]
1941748369,[]
1945022660,[2]
1945586407,[]
1946032986,[1]
1947365948,[]
1948043464,[6]
1948932358,[]
1951031336,[7]
1953949813,[]
1955034594,[3]
1957304901,[]
1962022531,[8]
1962416602,[]
1963042566,[1]
1964022838,"[1, 4]"
1964417133,[1]
1965107648,[]
1965128397,[1]
1965252081,[]
1967044416,[7]
1969738010,[]
1969783408,[7]
1970072438,[]
1971036137,[2]
1971067008,"[2, 3]"
1971077157,"[2, 3, 5]"
1971665526,"[3, 5]"
1972635980,[3]
1973023577,"[3, 6]"
1973070123,[6]
1973096254,"[3, 6]"
1973225604,[6]
1973891302,[]
1978023640,[8]
1978499619,[]
1979022963,[8]
1979385135,[]
1980024084,[4]
1980463680,[]
1981023215,[4]
1981405226,[]
1986036388,[8]
1986465068,[]
1987035744,[2]
1987054502,"[2, 8]"
1987673990,[2]
1988028192,"[2, 4]"
1988426099,[2]
1989047130,"[2, 4]"
1989484296,[2]
1990034350,"[2, 6]"
1992508574,[2]
1992549774,"[2, 6]"
1992748542,[2]
1994022436,"[2, 5]"
1995248918,[2]
1999031370,"[2, 6]"
2001388240,[2]
2001428636,"[2, 6]"
2001654644,[2]
2003040443,"[2, 8]"
2004563732,[2]
2005023017,"[2, 4]"
2006278694,[2]
2016023361,"[2, 6]"
2018028184,[2]
2019036695,"[2, 8]"
2019566702,[2]
2020032000,"[2, 8]"
2022024292,"[2, 4, 8]"
2022450257,"[2, 8]"
2023029523,"[2, 4, 8]"
2032026346,"[2, 4, 6, 8]"
2036410329,"[4, 6, 8]"
2036451039,"[2, 4, 6, 8]"
2040354608,"[4, 6, 8]"
2040378936,"[2, 4, 6, 8]"
2040522924,"[4, 6, 8]"
2048022464,"[1, 4, 6, 8]"
2053814219,"[1, 6, 8]"
2053836863,"[1, 4, 6, 8]"
2053990251,"[1, 6, 8]"
2054033589,"[1, 6, 7, 8]"
2058036498,"[1, 3, 6, 7, 8]"
2065451126,"[1, 3, 7, 8]"
2065476299,"[1, 3, 6, 7, 8]"
2065683555,"[1, 3, 7, 8]"
2065726204,"[1, 3, 6, 7, 8]"
2065939153,"[1, 3, 7, 8]"
2075043108,"[1, 3, 5, 7, 8]"
2076992454,"[1, 3, 5, 7]"
2077023410,"[1, 3, 5, 7, 8]"
2077154768,"[1, 3, 5, 7]"
2077484278,"[1, 3, 5]"
2077509890,"[1, 3, 5, 7]"
2078681987,"[1, 3, 5]"
2078709366,"[1, 3, 5, 7]"
2078905749,"[1, 3, 5]"
2088935191,"[1, 5]"
2088957650,"[1, 3, 5]"
2090034180,"[1, 5]"
2090058554,"[1, 3, 5]"
2090175366,"[1, 5]"
2098072006,[5]
2098096588,"[1, 5]"
2099270387,[5]
2099304940,"[1, 5]"
2099443301,[5]
2106928143,[]
2106952833,[5]
2107025998,"[5, 8]"
2108453781,[5]
2109033689,"[4, 5]"
2110788026,[5]
2112072580,[]
2112094106,[5]
2112213815,[]
2116030548,[2]
2117513380,[]
2119036014,[6]
2128049814,"[6, 8]"
2129019476,"[5, 6, 8]"
2129799813,"[5, 6]"
2130195540,[6]
2131028480,"[4, 6]"
2132222651,[6]
2133049364,"[5, 6]"
2135318849,[6]
2135363308,"[5, 6]"
2136961922,[6]
2137899580,[]
2138031468,[2]
2139449812,[]
2142020323,[6]
2143091421,[]
2144028766,[5]
2145563017,[]
2154023130,[1]
2156706006,[]
2156725881,[1]
2156842889,[]
2158026305,[5]
2158037030,"[5, 7]"
2158702480,[5]
2160018974,"[5, 7]"
2160809432,[7]
2160841551,"[5, 7]"
2161019560,"[1, 5, 7]"
2161049024,"[1, 7]"
2161269583,[1]
2161996025,[]
2162035765,[3]
2162778534,[]
2164033440,[3]
2165018982,"[1, 3]"
2165043910,"[1, 3, 7]"
2165125802,"[1, 7]"
2166209810,[1]
2166534290,[]
2168021332,[7]
2168632127,[]
2170021272,[3]
2171082939,[]
2172018862,[1]
2172948125,[]
2173020329,[3]
2173607523,[]
2174020017,[5]
2175405742,[]
2178024342,[7]
2179086154,[]
2181019874,[3]
2182104723,[]
2183019486,[1]
2184130047,[]
2186021816,[7]
2187097591,[]
2191018059,[3]
2192021113,"[3, 5]"
2192161543,[5]
2195112152,[]
2211018097,[1]
2211037774,"[1, 8]"
2212020718,"[1, 8]"
2212106150,[1]
2213023148,"[1, 7]"
2213029034,"[1, 4, 7]"
2213184301,"[1, 4, 7]"
2213643140,"[1, 4]"
2213822322,[1]
2214018230,[1]
2214019488,"[1, 4]"
2214257667,[4]
2214277569,"[1, 4]"
2214397460,[4]
2215142711,[]
2215534700,[]
2216021985,[7]
2216732853,[]
2217059466,[3]
2217704244,[]
2218022283,[7]
2218621104,[]
2219037045,[8]
2220034553,"[2, 8]"
2221032793,"[2, 3, 8]"
2221037083,"[2, 3, 4, 8]"
2221837613,"[2, 3, 4]"
2221863400,"[2, 3, 4, 8]"
2221970047,"[2, 4, 8]"
2222024815,"[2, 3, 4, 8]"
2222027743,"[2, 3, 4, 6, 8]"
2222051673,"[2, 3, 4, 6]"
2222595469,"[2, 3, 6]"
2222890239,"[2, 6]"
2222990852,[6]
2223012666,"[2, 6]"
2223017422,"[2, 4, 6]"
2223019716,"[1, 2, 4, 6]"
2223175829,"[1, 4, 6]"
2223691676,"[1, 6]"
2224037879,[1]
2224060599,"[1, 6]"
2224190811,[1]
2224512603,[]
2226020994,[7]
2226572872,[]
2228029429,[2]
2229168096,[]
2230031591,[2]
2231021414,"[2, 6]"
2231036146,"[2, 3, 6]"
2231953062,"[2, 6]"
2232134969,[6]
2232230883,[]
2233035758,[6]
2233094430,"[4, 6]"
2233995835,[4]
2234714618,[]
2235022357,[1]
2238011144,[]
2238030196,[2]
2238032114,"[1, 2]"
2238154610,[2]
2240139343,[]
2241020793,[6]
2241031563,"[4, 6]"
2242022378,"[4, 6, 7]"
2242033920,"[4, 5, 6, 7]"
2242320822,"[4, 5, 7]"
2243022828,"[5, 7]"
2243521142,[7]
2243774386,[]
2243796697,[7]
2243934457,[]
2245045381,[3]
2247261180,[]
2247284452,[3]
2247445320,[]
2251067289,[6]
2253021487,"[1, 6]"
2253029922,[1]
2254621745,[]
2258033292,[7]
2258209589,"[7, 8]"
2258586553,[8]
2261034769,[]
2262029449,[3]
2262573342,[]
2265045408,[8]
2266047420,[]
2267026900,[4]
2267788875,[]
2269022184,[8]
2269931990,[]
2270017912,[8]
2270018852,"[1, 8]"
2270840864,[1]
2271020135,"[1, 4]"
2271055920,"[1, 2, 4]"
2271234777,"[2, 4]"
2272321388,[2]
2272344038,"[2, 4]"
2272480846,[2]
2275028589,"[2, 7]"
2275036153,"[2, 6, 7]"
2275786948,"[2, 7]"
2275945924,[7]
2275969280,"[2, 7]"
2276104839,[7]
2276656106,[]
2278022501,[2]
2278025290,"[2, 3]"
2279028497,"[2, 3, 8]"
2280595805,"[2, 3]"
2281019730,"[2, 3, 6]"
2281404816,"[3, 6]"
2281426912,"[2, 3, 6]"
2281565157,"[3, 6]"
2281661898,[6]
2281697717,[]
2282020470,[6]
2282642188,[]
2285032407,[5]
2286156558,[]
2290023510,[6]
2290770693,[]
2294040770,[8]
2295025886,"[2, 8]"
2296247925,[2]
2296270424,"[2, 8]"
2296396691,[2]
2296726566,[]
2303019146,[2]
2305283345,"[2, 4]"
2305675319,[4]
2305696015,"[2, 4]"
2305819896,[4]
2306022760,"[4, 6]"
2307632998,[4]
2307652595,"[4, 6]"
2307777021,[4]
2308622065,[]
2308642410,[4]
2308760408,[]
2311042362,[8]
2312043389,[]
2313018340,[4]
2313597859,[]
2319020154,[1]
2320020524,[]
2320043176,[2]
2321715993,[]
2323019578,[6]
2323782681,[]
2325023465,[7]
2326209490,[]
2327034140,[5]
2328031690,"[5, 8]"
2329017225,"[4, 5, 8]"
2329037841,"[3, 4, 5, 8]"
2329249115,"[3, 4, 5]"
2330255798,"[3, 5]"
2330283114,[5]
2337021703,"[2, 5]"
2338273629,[5]
2340017514,"[5, 6]"
2341201541,[5]
2363027633,"[1, 5]"
2363891082,[5]
2369019894,"[5, 7]"
2370209034,[5]
2372027446,"[3, 5]"
2373161736,[5]
2377032098,"[5, 8]"
2378052659,[5]
2379025283,"[4, 5]"
2380120660,[5]
2387022145,"[2, 5]"
2388296294,[5]
2389020786,"[5, 6]"
2390224190,[5]
2405018165,"[1, 5]"
2405956312,[5]
2410020132,"[5, 7]"
2411045180,[5]
2414038091,"[3, 5]"
2415545025,[5]
2420019374,"[5, 8]"
2420019715,"[1, 5, 8]"
2421519383,"[5, 8]"
2421565512,[5]
2423034191,"[4, 5]"
2424190431,[5]
2425020520,"[5, 7]"
2425613869,[5]
2428022010,"[1, 5]"
2428030160,"[1, 3, 5]"
2428845616,"[1, 5]"
2430023353,"[1, 2, 5]"
2430091299,"[2, 5]"
2431087859,[5]
2432020342,"[5, 7]"
2433021157,"[5, 6, 7]"
2433670859,"[5, 6]"
2434018992,[5]
2437026874,"[3, 5]"
2438711894,[5]
2441322146,[]
2441344420,[5]
2447025361,"[1, 5]"
2449335889,[5]
2449356506,"[1, 5]"
2449478206,[5]
2452033936,"[5, 7]"
2452554416,[5]
2453020264,"[5, 7]"
2454514882,[5]
2456029339,"[3, 5]"
2458295966,[5]
2458330647,"[3, 5]"
2458539421,[5]
2462021185,"[5, 8]"
2463118288,[5]
2464021349,"[4, 5]"
2465218789,[5]
2471025143,"[2, 5]"
2472006843,[5]
2472030095,"[1, 5]"
2473525749,[5]
2474025332,"[5, 6]"
2476373561,[5]
2477027686,"[5, 8]"
2477044383,"[5, 7, 8]"
2477564104,"[5, 7]"
2478038641,"[1, 5, 7]"
2478307390,"[1, 5]"
2479035625,"[1, 4, 5]"
2479590627,"[1, 5]"
2480226856,[1]
2480253158,"[1, 5]"
2480485751,[5]
2481037245,"[3, 5]"
2482023500,"[3, 5, 7]"
2482599176,"[5, 7]"
2482640404,[5]
2486018068,"[5, 8]"
2486030907,"[1, 5, 8]"
2487020936,"[1, 2, 5, 8]"
2487023911,"[1, 2, 3, 5, 8]"
2487257532,"[1, 2, 3, 5]"
2487638084,"[1, 3, 5]"
2487667716,"[1, 5]"
2487679826,[5]
2488030913,"[4, 5]"
2488886300,[5]
2489018273,"[1, 5]"
2489026331,"[1, 5, 6]"
2489565029,"[1, 5]"
2491939593,[5]
2491959703,"[1, 5]"
2492031189,"[1, 5, 7]"
2492127905,"[5, 7]"
2492645899,[5]
2493020371,"[5, 7]"
2493842474,[5]
2493864692,"[5, 7]"
2493995809,[5]
2495020724,"[2, 5]"
2495970728,[5]
2496027834,"[3, 5]"
2496784327,[5]
2498019854,"[5, 6]"
2498031771,"[3, 5, 6]"
2499019714,"[1, 3, 5, 6]"
2499264317,"[1, 3, 5]"
2499512568,"[1, 5]"
2500437106,[5]
2502028169,"[5, 7]"
2502491585,[5]
2503017914,"[1, 5]"
2503032811,"[1, 5, 8]"
2503594748,"[1, 5]"
2504020891,"[1, 5, 8]"
2504668228,"[5, 8]"
2505582726,[5]
2506019208,"[3, 5]"
2506038547,"[3, 4, 5]"
2506554139,"[4, 5]"
2507642263,[5]
2507662772,"[4, 5]"
2507785301,[5]
2509019169,"[5, 7]"
2510279650,[5]
2513022045,"[2, 5]"
2513033944,"[2, 3, 5]"
2514410738,"[3, 5]"
2514433248,"[2, 3, 5]"
2514441609,"[2, 5]"
2514604308,[5]
2516021569,"[5, 6]"
2517662618,[5]
2517683946,"[5, 6]"
2517811361,[5]
2518005427,[]
2518028811,[5]
2529021365,"[5, 8]"
2530071859,"[4, 5, 8]"
2530159979,"[4, 5]"
2532069078,[5]
2535020010,"[5, 8]"
2535582075,[5]
2537098005,"[1, 5]"
2538017276,"[1, 4, 5]"
2538034905,"[1, 2, 4, 5]"
2538667982,"[1, 2, 5]"
2539120012,"[1, 5]"
2539819790,[5]
2541038114,"[5, 6]"
2542059618,"[5, 6, 7]"
2542219035,"[5, 7]"
2544022014,"[5, 7, 8]"
2544597578,"[5, 7]"
2545032230,"[2, 5, 7]"
2545467621,"[2, 5]"
2545505408,"[2, 5, 7]"
2545518618,"[5, 7]"
2545708240,[5]
2546020308,"[5, 8]"
2546030917,"[4, 5, 8]"
2546944603,"[5, 8]"
2547012944,[5]
2547039556,"[4, 5]"
2548026610,"[4, 5, 6]"
2548423591,"[5, 6]"
2548444253,"[4, 5, 6]"
2548570166,"[5, 6]"
2548610810,[5]
2553018982,"[2, 5]"
2553573745,[5]
2554019800,"[5, 8]"
2554529290,[5]
2555031862,"[2, 5]"
2555037218,"[1, 2, 5]"
2556030594,"[1, 2, 5, 6]"
2556032031,"[1, 2, 4, 5, 6]"
2556113065,"[2, 4, 5, 6]"
2556120637,"[4, 5, 6]"
2556519719,"[4, 6]"
2556543649,"[4, 5, 6]"
2556637751,"[4, 5]"
2556720503,[5]
2557016766,"[5, 6]"
2557590091,[5]
2558031350,"[5, 6]"
2558631383,[5]
2561018886,"[5, 8]"
2562030276,"[2, 5, 8]"
2562247127,"[2, 5]"
2562621462,[5]
2563020604,"[4, 5]"
2563037637,"[3, 4, 5]"
2564238735,"[3, 5]"
2566023825,"[3, 5, 6]"
2566089418,"[5, 6]"
2566136826,"[3, 5, 6]"
2566381424,"[5, 6]"
2566614832,[5]
2570020516,"[2, 5]"
2571259024,[5]
2573020884,"[5, 6]"
2574248070,[5]
2594032186,"[5, 8]"
2594553776,[5]
2595352683,[]
2595376509,[5]
2596031185,"[4, 5]"
2596675094,[5]
2603031605,"[2, 5]"
2603541030,[5]
2606020763,"[5, 6]"
2608226179,[5]
2608245917,"[5, 6]"
2608362946,[5]
2613017794,"[5, 8]"
2613028872,"[1, 5, 8]"
2614373167,"[5, 8]"
2614454440,[5]
2616018449,"[4, 5]"
2616937667,[5]
2619049113,"[5, 7]"
2620490022,[5]
2622033198,"[2, 5]"
2623003216,[5]
2623042805,"[3, 5]"
2624239231,[5]
2639835884,[]
2639860531,[5]
2647025958,"[1, 5]"
2648221509,[5]
2653049821,"[5, 7]"
2654518627,[5]
2656022639,"[3, 5]"
2657065570,[5]
2671026165,"[5, 8]"
2672021933,"[1, 5, 8]"
2673019769,"[1, 4, 5, 8]"
2673121334,"[4, 5, 8]"
2673150592,"[4, 5]"
2673929224,[5]
2678041405,"[5, 7]"
2679345522,[5]
2680021993,"[2, 5]"
2681018768,"[2, 3, 5]"
2681042287,"[3, 5]"
2682320435,[5]
2683020868,"[5, 6]"
2684039629,[5]
2691020757,"[1, 5]"
2692132115,[5]
2696048618,"[5, 7]"
2696568099,[5]
2698019029,"[1, 5]"
2699038452,"[1, 3, 5]"
2699086571,"[3, 5]"
2699842012,[5]
2702023356,"[5, 7]"
2702383426,[5]
2703002836,[]
2703024923,[8]
2703028256,"[5, 8]"
2704417894,[5]
2706025468,"[3, 5]"
2706048917,"[3, 4, 5]"
2706693676,"[4, 5]"
2707719094,[5]
2713019588,"[2, 5]"
2713982168,[5]
2714027112,"[1, 5]"
2715370031,[5]
2717043253,"[5, 6]"
2718653238,[5]
2719024427,"[5, 7]"
2720178369,[5]
2722022860,"[1, 5]"
2723018967,"[1, 3, 5]"
2723046873,"[3, 5]"
2724171904,[5]
2727029019,"[5, 7]"
2728258299,[5]
2729032829,"[5, 8]"
2730275109,[5]
2731020148,"[3, 5]"
2731025252,"[3, 4, 5]"
2732094372,"[3, 5]"
2732263144,[5]
2738019577,"[2, 5]"
2739113880,[5]
2740030142,"[5, 6]"
2741479593,[5]
2744022930,"[1, 5]"
2745674310,[5]
2748019213,"[5, 7]"
2748024994,"[5, 7, 8]"
2748360139,"[5, 7]"
2749263848,[5]
2750030434,"[4, 5]"
2750337828,[5]
2753020062,"[5, 8]"
2753039304,"[3, 5, 8]"
2753432681,"[3, 5]"
2754509247,[5]
2756022468,"[4, 5]"
2756032532,"[1, 4, 5]"
2756379666,"[1, 5]"
2757030945,"[1, 2, 5]"
2757163070,"[2, 5]"
2757391257,[5]
2758220720,[]
2758243882,[5]
2760028609,"[5, 7]"
2760034379,"[5, 6, 7]"
2760430598,"[5, 7]"
2760467809,[5]
2763030122,"[2, 5]"
2763412953,[5]
2764018715,"[3, 5]"
2765017311,"[1, 3, 5]"
2765117293,"[1, 5]"
2766030245,"[1, 5, 6]"
2766446178,"[1, 5]"
2766706030,[5]
2768029679,"[5, 7]"
2768567874,[5]
2771019257,"[5, 8]"
2772018698,"[1, 5, 8]"
2772028211,"[1, 3, 5, 8]"
2772176146,"[1, 3, 5]"
2772422482,"[1, 5]"
2773008345,[5]
2773020416,"[4, 5]"
2774199359,[5]
2777019541,"[5, 7]"
2778131660,[5]
2779019030,"[2, 5]"
2779026484,"[2, 5, 8]"
2779958875,"[2, 5]"
2780033369,"[2, 4, 5]"
2780253715,"[4, 5]"
2781018040,"[3, 4, 5]"
2781457078,"[3, 5]"
2781469072,[5]
2783020815,"[5, 6]"
2784175364,[5]
2788017320,"[2, 5]"
2788934961,[5]
2791030203,"[5, 6]"
2791074459,"[1, 5, 6]"
2792177097,"[1, 5]"
2793117855,[5]
2795058656,"[5, 7]"
2795761155,[5]
2802038991,"[5, 8]"
2803038665,[5]
2803067393,"[3, 5]"
2803809239,[5]
2804019980,"[4, 5]"
2805009655,[5]
2811019303,"[2, 5]"
2811982798,[5]
2812017132,"[5, 8]"
2812347991,[5]
2813099621,[]
2813122049,[5]
2814017271,"[4, 5]"
2814019475,"[4, 5, 6]"
2814336057,"[5, 6]"
2814982847,[5]
2819041337,"[1, 5]"
2820637073,[5]
2821017319,"[5, 8]"
2821335803,[5]
2822017081,"[4, 5]"
2822030712,"[2, 4, 5]"
2822348958,"[2, 5]"
2822518330,[5]
2824017674,"[5, 6]"
2824383350,[5]
2825028573,"[5, 7]"
2825507719,[5]
2829022292,"[2, 5]"
2829033334,"[2, 5, 8]"
2829039266,"[2, 3, 5, 8]"
2829398991,"[3, 5, 8]"
2829442249,"[3, 5]"
2829518256,[5]
2830048261,"[4, 5]"
2831065697,[5]
2833020901,"[5, 6]"
2833904668,[5]
2838018117,"[2, 5]"
2838962125,[5]
2841019570,"[5, 6]"
2841416429,[5]
2848019430,"[5, 8]"
2848931829,[5]
2850031292,"[4, 5]"
2850359166,[5]
2851575394,[]
2851614168,[5]
2857031171,"[2, 5]"
2857393425,[5]
2860021739,"[5, 6]"
2860339994,[5]
2877030761,"[5, 8]"
2877423103,[5]
2879029951,"[4, 5]"
2879372176,[5]
2887027148,"[2, 5]"
2887367984,[5]
2889830651,[]
2889853751,[5]
2890019546,"[5, 6]"
2890345794,[5]
2892038694,"[1, 5]"
2893368678,[5]
2897033265,"[5, 7]"
2898447556,[5]
2900041659,"[3, 5]"
2901421195,[5]
2914021454,"[1, 5]"
2915138240,[5]
2919025492,"[5, 7]"
2920192477,[5]
2923021308,"[3, 5]"
2923976377,[5]
2926067907,[]
2926105102,[5]
2938040123,"[1, 5]"
2939238656,[5]
2944024638,"[5, 7]"
2945209902,[5]
2948025098,"[3, 5]"
2949031615,"[3, 5, 8]"
2949033424,"[5, 8]"
2949961884,[5]
2951017608,"[4, 5]"
2952020179,[5]
2959031250,"[2, 5]"
