workerId,opName,nanoTime,numTuples,destWorkerId
6,Shuffle(S),3579689121,350,4
2,Shuffle(S),249014550,10000,1
2,Shuffle(S),306996622,156,6
2,Shuffle(S),332795614,182,5
2,Shuffle(S),366141483,137,7
2,Shuffle(S),399515024,158,8
2,Shuffle(S),432788283,179,2
2,Shuffle(S),466235981,8881,1
2,Shuffle(S),499426050,178,3
2,Shuffle(S),516223687,129,4
2,Shuffle(S),597946142,280,6
2,Shuffle(S),616119196,260,5
2,Shuffle(S),649411965,323,7
2,Shuffle(S),682806910,325,8
2,Shuffle(S),716155437,333,2
2,Shuffle(S),749395190,7780,1
2,Shuffle(S),782856293,368,3
2,Shuffle(S),816227304,331,4
2,Shuffle(S),860941573,358,6
2,Shuffle(S),882745710,1055,5
2,Shuffle(S),916135960,283,7
2,Shuffle(S),949440851,264,8
2,Shuffle(S),982813388,292,2
2,Shuffle(S),1016162095,7121,1
2,Shuffle(S),1082900695,344,3
2,Shuffle(S),1116263087,283,4
2,Shuffle(S),1160279419,138,6
2,Shuffle(S),1182852500,2456,5
2,Shuffle(S),1216271529,155,7
2,Shuffle(S),1249589009,170,8
2,Shuffle(S),1282919279,138,2
2,Shuffle(S),1316314657,6628,1
2,Shuffle(S),1349635473,170,3
2,Shuffle(S),1383085906,145,4
2,Shuffle(S),1427130247,605,6
2,Shuffle(S),1449620270,2068,5
2,Shuffle(S),1482982954,684,7
2,Shuffle(S),1516325751,530,8
2,Shuffle(S),1555654733,779,2
2,Shuffle(S),1566606440,4090,1
2,Shuffle(S),1599661021,654,3
2,Shuffle(S),1633062294,590,4
2,Shuffle(S),1676333785,180,6
2,Shuffle(S),1699602957,3208,5
2,Shuffle(S),1733023803,143,7
2,Shuffle(S),1766411615,118,8
2,Shuffle(S),1799755216,178,2
2,Shuffle(S),1833043729,5840,1
2,Shuffle(S),1866424934,198,3
2,Shuffle(S),1899849215,135,4
2,Shuffle(S),1942717891,412,6
2,Shuffle(S),1966473228,1908,5
2,Shuffle(S),1999768580,423,7
2,Shuffle(S),2049832417,424,8
2,Shuffle(S),2083068325,420,2
2,Shuffle(S),2116498973,5592,1
2,Shuffle(S),2149909785,450,3
2,Shuffle(S),2183140779,371,4
2,Shuffle(S),2227090259,317,6
2,Shuffle(S),2249832314,4119,5
2,Shuffle(S),2283211256,329,7
2,Shuffle(S),2316514908,309,8
2,Shuffle(S),2349945312,302,2
2,Shuffle(S),2383247377,4015,1
2,Shuffle(S),2416531919,276,3
2,Shuffle(S),2449902003,333,4
2,Shuffle(S),2494788010,184,6
2,Shuffle(S),2525010034,5770,5
2,Shuffle(S),2558209131,176,7
2,Shuffle(S),2591572546,149,8
2,Shuffle(S),2624931562,149,2
2,Shuffle(S),2658273672,3110,1
2,Shuffle(S),2691567776,299,3
2,Shuffle(S),2724991890,163,4
2,Shuffle(S),2768237434,462,6
2,Shuffle(S),2791601127,3794,5
2,Shuffle(S),2824941988,485,7
2,Shuffle(S),2858217813,466,8
2,Shuffle(S),2891653260,493,2
2,Shuffle(S),2925022678,3260,1
2,Shuffle(S),2958318507,608,3
2,Shuffle(S),2991691392,432,4
2,Shuffle(S),3035180668,1282,6
2,Shuffle(S),3058275606,3884,5
2,Shuffle(S),3091705454,512,7
2,Shuffle(S),3125077614,513,8
2,Shuffle(S),3158454682,538,2
2,Shuffle(S),3191881763,2035,1
2,Shuffle(S),3225149436,715,3
2,Shuffle(S),3258468018,521,4
2,Shuffle(S),3298947596,318,6
2,Shuffle(S),3325134465,2409,5
2,Shuffle(S),3358439223,409,7
2,Shuffle(S),3391815232,291,8
2,Shuffle(S),3425121890,288,2
2,Shuffle(S),3458511848,319,1
2,Shuffle(S),3491949917,604,3
2,Shuffle(S),3525282879,362,4
4,Shuffle(S),291758312,10000,1
4,Shuffle(S),333867525,160,6
4,Shuffle(S),358234553,169,5
4,Shuffle(S),391633210,136,7
4,Shuffle(S),425023683,177,8
4,Shuffle(S),458228564,162,2
4,Shuffle(S),491489536,8890,1
4,Shuffle(S),541596117,173,3
4,Shuffle(S),558261744,133,4
4,Shuffle(S),611691894,285,6
4,Shuffle(S),641874399,288,5
4,Shuffle(S),675068324,320,7
4,Shuffle(S),708208771,302,8
4,Shuffle(S),741530759,321,2
4,Shuffle(S),774964754,7820,1
4,Shuffle(S),808316320,349,3
4,Shuffle(S),841633887,315,4
4,Shuffle(S),886270793,382,6
4,Shuffle(S),908325876,1056,5
4,Shuffle(S),941637159,289,7
4,Shuffle(S),975022062,263,8
4,Shuffle(S),1008386621,287,2
4,Shuffle(S),1058466138,7129,1
4,Shuffle(S),1091696226,324,3
4,Shuffle(S),1124954250,270,4
4,Shuffle(S),1169603942,150,6
4,Shuffle(S),1191768001,2474,5
4,Shuffle(S),1225167612,128,7
4,Shuffle(S),1258351109,150,8
4,Shuffle(S),1291705224,167,2
4,Shuffle(S),1325185830,6620,1
4,Shuffle(S),1358474964,170,3
4,Shuffle(S),1391799274,141,4
4,Shuffle(S),1436082238,586,6
4,Shuffle(S),1458569434,2067,5
4,Shuffle(S),1491788605,677,7
4,Shuffle(S),1525172673,584,8
4,Shuffle(S),1558601342,779,2
4,Shuffle(S),1591790579,4047,1
4,Shuffle(S),1625234027,674,3
4,Shuffle(S),1658501172,586,4
4,Shuffle(S),1702439973,179,6
4,Shuffle(S),1725374641,3210,5
4,Shuffle(S),1758502936,137,7
4,Shuffle(S),1791845949,140,8
4,Shuffle(S),1825191738,157,2
4,Shuffle(S),1875234509,5837,1
4,Shuffle(S),1908587034,199,3
4,Shuffle(S),1942061870,141,4
4,Shuffle(S),1985777022,388,6
4,Shuffle(S),2008539737,1922,5
4,Shuffle(S),2058600357,402,7
4,Shuffle(S),2092018138,433,8
4,Shuffle(S),2125407336,460,2
4,Shuffle(S),2158624270,5579,1
4,Shuffle(S),2192032767,437,3
4,Shuffle(S),2225340046,379,4
4,Shuffle(S),2269176233,319,6
4,Shuffle(S),2291927728,4131,5
4,Shuffle(S),2325327058,315,7
4,Shuffle(S),2375287259,294,8
4,Shuffle(S),2408583468,334,2
4,Shuffle(S),2458638411,4066,1
4,Shuffle(S),2514908886,247,3
4,Shuffle(S),2550289116,294,4
4,Shuffle(S),2593629082,157,6
4,Shuffle(S),2616995437,5772,5
4,Shuffle(S),2650331189,181,7
4,Shuffle(S),2683679410,154,8
4,Shuffle(S),2717072492,166,2
4,Shuffle(S),2750369406,3113,1
4,Shuffle(S),2783763620,321,3
4,Shuffle(S),2817064069,136,4
4,Shuffle(S),2859903899,449,6
4,Shuffle(S),2883727076,3805,5
4,Shuffle(S),2917083180,502,7
4,Shuffle(S),2950430413,471,8
4,Shuffle(S),2983755897,464,2
4,Shuffle(S),3017142078,3251,1
4,Shuffle(S),3067293605,584,3
4,Shuffle(S),3100736470,474,4
4,Shuffle(S),3143585263,1324,6
4,Shuffle(S),3167227125,3883,5
4,Shuffle(S),3200537367,520,7
4,Shuffle(S),3233911112,544,8
4,Shuffle(S),3267239197,534,2
4,Shuffle(S),3300635624,2024,1
4,Shuffle(S),3333966520,656,3
4,Shuffle(S),3384115906,515,4
4,Shuffle(S),3424296424,329,6
4,Shuffle(S),3450628554,2413,5
4,Shuffle(S),3467291706,367,7
4,Shuffle(S),3500726744,334,8
4,Shuffle(S),3533997286,251,2
4,Shuffle(S),3567351544,351,1
4,Shuffle(S),3618570150,615,3
4,Shuffle(S),3652420272,340,4
8,Shuffle(S),208168129,10000,1
8,Shuffle(S),267649788,167,6
8,Shuffle(S),300255858,174,5
8,Shuffle(S),333621797,125,7
8,Shuffle(S),367010584,166,8
8,Shuffle(S),400413526,182,2
8,Shuffle(S),433876756,8886,1
8,Shuffle(S),450363705,170,3
8,Shuffle(S),483597524,130,4
8,Shuffle(S),534757649,297,6
8,Shuffle(S),567093999,322,5
8,Shuffle(S),600466624,288,7
8,Shuffle(S),633762295,328,8
8,Shuffle(S),667076666,315,2
8,Shuffle(S),700336881,7807,1
8,Shuffle(S),733675722,337,3
8,Shuffle(S),767095754,306,4
8,Shuffle(S),812239551,386,6
8,Shuffle(S),833727692,1049,5
8,Shuffle(S),867026388,265,7
8,Shuffle(S),900309960,293,8
8,Shuffle(S),933657247,286,2
8,Shuffle(S),967064899,7099,1
8,Shuffle(S),1000445050,334,3
8,Shuffle(S),1050518097,288,4
8,Shuffle(S),1094326893,161,6
8,Shuffle(S),1117145057,2441,5
8,Shuffle(S),1150520885,153,7
8,Shuffle(S),1183821418,151,8
8,Shuffle(S),1217184735,144,2
8,Shuffle(S),1250579769,6646,1
8,Shuffle(S),1283824969,158,3
8,Shuffle(S),1317201176,146,4
8,Shuffle(S),1361737652,574,6
8,Shuffle(S),1383941484,2099,5
8,Shuffle(S),1417266303,626,7
8,Shuffle(S),1450628306,530,8
8,Shuffle(S),1483931708,767,2
8,Shuffle(S),1517296607,4124,1
8,Shuffle(S),1550839920,651,3
8,Shuffle(S),1583896114,629,4
8,Shuffle(S),1627960698,182,6
8,Shuffle(S),1650656093,3200,5
8,Shuffle(S),1683936520,144,7
8,Shuffle(S),1717240158,135,8
8,Shuffle(S),1750629844,174,2
8,Shuffle(S),1783948209,5834,1
8,Shuffle(S),1817366950,185,3
8,Shuffle(S),1850778210,146,4
8,Shuffle(S),1894965629,421,6
8,Shuffle(S),1917274026,1896,5
8,Shuffle(S),1950704393,392,7
8,Shuffle(S),1984027564,462,8
8,Shuffle(S),2034041074,445,2
8,Shuffle(S),2067295697,5562,1
8,Shuffle(S),2100644492,444,3
8,Shuffle(S),2134078883,378,4
8,Shuffle(S),2178234003,320,6
8,Shuffle(S),2200655427,4127,5
8,Shuffle(S),2233999080,309,7
8,Shuffle(S),2267357842,298,8
8,Shuffle(S),2300719884,318,2
8,Shuffle(S),2334086915,4029,1
8,Shuffle(S),2367393693,285,3
8,Shuffle(S),2400778314,314,4
8,Shuffle(S),2444278021,153,6
8,Shuffle(S),2467423958,5778,5
8,Shuffle(S),2525836051,177,7
8,Shuffle(S),2559195281,159,8
8,Shuffle(S),2592559764,152,2
8,Shuffle(S),2625847542,3105,1
8,Shuffle(S),2659296062,310,3
8,Shuffle(S),2692512964,166,4
8,Shuffle(S),2735655924,469,6
8,Shuffle(S),2759225540,3809,5
8,Shuffle(S),2792538563,471,7
8,Shuffle(S),2825824686,501,8
8,Shuffle(S),2859251577,491,2
8,Shuffle(S),2892472280,3246,1
8,Shuffle(S),2925899805,562,3
8,Shuffle(S),2959216213,451,4
8,Shuffle(S),3002354934,1308,6
8,Shuffle(S),3025899937,3844,5
8,Shuffle(S),3075979919,584,7
8,Shuffle(S),3109432276,534,8
8,Shuffle(S),3142674006,542,2
8,Shuffle(S),3176017591,2038,1
8,Shuffle(S),3209372399,662,3
8,Shuffle(S),3242716666,488,4
8,Shuffle(S),3283443032,327,6
8,Shuffle(S),3309466941,2427,5
8,Shuffle(S),3342703612,402,7
8,Shuffle(S),3376154274,286,8
8,Shuffle(S),3409496178,274,2
8,Shuffle(S),3442784243,329,1
8,Shuffle(S),3476100020,616,3
8,Shuffle(S),3509411254,339,4
7,Shuffle(S),295624885,10000,1
7,Shuffle(S),363924546,157,6
7,Shuffle(S),389997470,171,5
7,Shuffle(S),423369866,131,7
7,Shuffle(S),456588627,171,8
7,Shuffle(S),489912727,173,2
7,Shuffle(S),523291864,8882,1
7,Shuffle(S),539996823,192,3
7,Shuffle(S),573284513,123,4
7,Shuffle(S),622690694,308,6
7,Shuffle(S),640003335,287,5
7,Shuffle(S),673211813,297,7
7,Shuffle(S),706627211,314,8
7,Shuffle(S),739975402,326,2
7,Shuffle(S),773194554,7819,1
7,Shuffle(S),814863874,318,3
7,Shuffle(S),856664511,331,4
7,Shuffle(S),908860656,382,6
7,Shuffle(S),931823897,1043,5
7,Shuffle(S),965164940,314,7
7,Shuffle(S),1006893478,274,8
7,Shuffle(S),1057013603,280,2
7,Shuffle(S),1090590963,7120,1
7,Shuffle(S),1124038253,311,3
7,Shuffle(S),1157645720,276,4
7,Shuffle(S),1201187743,157,6
7,Shuffle(S),1224158810,2472,5
7,Shuffle(S),1274195389,169,7
7,Shuffle(S),1307525956,144,8
7,Shuffle(S),1340899201,138,2
7,Shuffle(S),1374381690,6619,1
7,Shuffle(S),1407606238,144,3
7,Shuffle(S),1440935735,157,4
7,Shuffle(S),1489471813,554,6
7,Shuffle(S),1499213843,2092,5
7,Shuffle(S),1532613180,667,7
7,Shuffle(S),1565962831,515,8
7,Shuffle(S),1599289410,792,2
7,Shuffle(S),1632770802,4106,1
7,Shuffle(S),1665995755,678,3
7,Shuffle(S),1699320788,596,4
7,Shuffle(S),1743419497,193,6
7,Shuffle(S),1766005467,3219,5
7,Shuffle(S),1799374434,133,7
7,Shuffle(S),1832699204,121,8
7,Shuffle(S),1865976573,161,2
7,Shuffle(S),1899482559,5838,1
7,Shuffle(S),1932916089,186,3
7,Shuffle(S),1966309636,149,4
7,Shuffle(S),2010701563,414,6
7,Shuffle(S),2032897422,1896,5
7,Shuffle(S),2067999216,391,7
7,Shuffle(S),2102525500,461,8
7,Shuffle(S),2139068258,449,2
7,Shuffle(S),2174140419,5542,1
7,Shuffle(S),2207705780,432,3
7,Shuffle(S),2240921974,415,4
7,Shuffle(S),2284471352,315,6
7,Shuffle(S),2307556471,4143,5
7,Shuffle(S),2324233849,311,7
7,Shuffle(S),2357712790,302,8
7,Shuffle(S),2391120861,337,2
7,Shuffle(S),2424355109,4020,1
7,Shuffle(S),2474326566,287,3
7,Shuffle(S),2531297515,285,4
7,Shuffle(S),2567295067,152,6
7,Shuffle(S),2604771739,5772,5
7,Shuffle(S),2642609624,178,7
7,Shuffle(S),2681666948,152,8
7,Shuffle(S),2720499405,178,2
7,Shuffle(S),2758301852,3122,1
7,Shuffle(S),2796970798,278,3
7,Shuffle(S),2835125158,168,4
7,Shuffle(S),2880641677,471,6
7,Shuffle(S),2908580955,3798,5
7,Shuffle(S),2967907703,521,7
7,Shuffle(S),3016090644,468,8
7,Shuffle(S),3072352249,472,2
7,Shuffle(S),3108724336,3247,1
7,Shuffle(S),3145940292,578,3
7,Shuffle(S),3182229990,445,4
7,Shuffle(S),3230242031,1284,6
7,Shuffle(S),3260023741,3855,5
7,Shuffle(S),3331201468,544,7
7,Shuffle(S),3365022506,537,8
7,Shuffle(S),3403176289,520,2
7,Shuffle(S),3437024903,2041,1
7,Shuffle(S),3474542673,707,3
7,Shuffle(S),3520778380,512,4
7,Shuffle(S),3562001860,320,6
7,Shuffle(S),3593409927,2444,5
7,Shuffle(S),3631503485,386,7
7,Shuffle(S),3678073422,318,8
7,Shuffle(S),3711701187,266,2
7,Shuffle(S),3766627896,331,1
7,Shuffle(S),3799900521,601,3
7,Shuffle(S),3833627526,334,4